(50700000, 37516)
(44000000, 36814)
(37300000, 54294)
(30600000, 61555)
(23900000, 57989)
(17200000, 54760)
(10500000, 66455)
(61200000, 16535)
(3800000, 121594)
(54500000, 38217)
(47800000, 45750)
(41100000, 36177)
(34400000, 68763)
(21000000, 62013)
(14300000, 63333)
(7600000, 68093)
(58300000, 26075)
(900000, 108323)
(51600000, 26709)
(44900000, 35443)
(38200000, 44455)
(31500000, 58777)
(24800000, 54897)
(18100000, 72564)
(11400000, 60409)
(62100000, 39002)
(4700000, 90254)
(55400000, 30392)
(48700000, 38168)
(42000000, 52231)
(35300000, 70576)
(21900000, 68194)
(15200000, 58704)
(8500000, 69050)
(59200000, 25191)
(1800000, 99068)
(52500000, 38532)
(45800000, 42297)
(39100000, 42919)
(32400000, 58909)
(25700000, 93768)
(19000000, 62457)
(12300000, 72867)
(63000000, 12263)
(5600000, 110983)
(56300000, 27107)
(49600000, 34602)
(42900000, 45256)
(36200000, 54475)
(29500000, 103134)
(22800000, 52426)
(16100000, 57579)
(9400000, 72948)
(60100000, 26722)
(2700000, 101470)
(53400000, 34427)
(46700000, 36643)
(40000000, 47687)
(33300000, 61405)
(19900000, 66720)
(13200000, 61928)
(6500000, 69376)
(57200000, 27433)
(50500000, 42560)
(43800000, 34437)
(37100000, 54709)
(30400000, 56818)
(23700000, 72401)
(17000000, 59140)
(10300000, 68331)
(61000000, 30457)
(3600000, 89411)
(54300000, 25715)
(47600000, 41573)
(40900000, 37848)
(34200000, 59002)
(20800000, 60492)
(14100000, 60181)
(7400000, 65653)
(58100000, 32534)
(700000, 115461)
(51400000, 25325)
(44700000, 33552)
(38000000, 46981)
(31300000, 75928)
(24600000, 55368)
(17900000, 66287)
(11200000, 58837)
(61900000, 27046)
(4500000, 83524)
(55200000, 36412)
(48500000, 39903)
(41800000, 39899)
(35100000, 59555)
(21700000, 56343)
(15000000, 60125)
(8300000, 62840)
(59000000, 24118)
(1600000, 89221)
(52300000, 41954)
(45600000, 35133)
(38900000, 43555)
(32200000, 56835)
(25500000, 61516)
(18800000, 64237)
(12100000, 73033)
(62800000, 37717)
(5400000, 96697)
(56100000, 28921)
(49400000, 42704)
(42700000, 44839)
(36000000, 58454)
(22600000, 50025)
(15900000, 57746)
(9200000, 67911)
(59900000, 35896)
(2500000, 106982)
(53200000, 28308)
(46500000, 76296)
(39800000, 47098)
(33100000, 62074)
(19700000, 68988)
(13000000, 65666)
(6300000, 86299)
(57000000, 29204)
(50300000, 38929)
(43600000, 35855)
(36900000, 50446)
(30200000, 73664)
(23500000, 55755)
(16800000, 61213)
(10100000, 71893)
(60800000, 29571)
(3400000, 106887)
(54100000, 29240)
(47400000, 34518)
(40700000, 38644)
(34000000, 60259)
(20600000, 49538)
(13900000, 73669)
(7200000, 67643)
(57900000, 27911)
(500000, 114817)
(51200000, 31986)
(44500000, 44200)
(37800000, 47295)
(31100000, 57348)
(24400000, 53558)
(17700000, 66122)
(11000000, 69171)
(61700000, 29209)
(4300000, 104384)
(55000000, 31037)
(48300000, 35856)
(41600000, 36837)
(34900000, 25905)
(21500000, 57911)
(14800000, 58341)
(8100000, 74498)
(58800000, 24510)
(1400000, 97127)
(52100000, 49012)
(45400000, 39787)
(38700000, 45261)
(32000000, 72368)
(25300000, 71535)
(18600000, 72970)
(11900000, 60204)
(62600000, 37409)
(5200000, 92882)
(55900000, 29955)
(49200000, 35248)
(42500000, 43628)
(35800000, 63207)
(22400000, 47239)
(15700000, 58300)
(9000000, 71810)
(59700000, 26280)
(2300000, 96223)
(53000000, 27338)
(46300000, 36678)
(39600000, 47591)
(32900000, 68630)
(26200000, 87072)
(19500000, 57845)
(12800000, 70054)
(6100000, 86577)
(56800000, 30852)
(50100000, 33114)
(43400000, 36169)
(36700000, 49582)
(30000000, 62553)
(23300000, 55002)
(16600000, 63228)
(9900000, 65364)
(60600000, 31854)
(3200000, 114740)
(53900000, 26882)
(47200000, 38587)
(40500000, 38663)
(33800000, 61783)
(20400000, 53756)
(13700000, 71752)
(7000000, 74007)
(57700000, 27715)
(300000, 125931)
(51000000, 28930)
(44300000, 49710)
(37600000, 48748)
(30900000, 63677)
(24200000, 48888)
(17500000, 63069)
(10800000, 66271)
(61500000, 27923)
(4100000, 103444)
(54800000, 30938)
(48100000, 34524)
(41400000, 37372)
(34700000, 58531)
(21300000, 59097)
(14600000, 55610)
(7900000, 73123)
(58600000, 25770)
(1200000, 105815)
(51900000, 29849)
(45200000, 33342)
(38500000, 43259)
(31800000, 57133)
(25100000, 58400)
(18400000, 66954)
(11700000, 64387)
(62400000, 33023)
(5000000, 120127)
(55700000, 28932)
(49000000, 36793)
(42300000, 54790)
(35600000, 81984)
(22200000, 53907)
(15500000, 57074)
(8800000, 70631)
(59500000, 24371)
(2100000, 95475)
(52800000, 28542)
(46100000, 46994)
(39400000, 40570)
(32700000, 61362)
(26000000, 147654)
(19300000, 57610)
(12600000, 79094)
(5900000, 85639)
(56600000, 27566)
(49900000, 32197)
(43200000, 38264)
(36500000, 50460)
(29800000, 154394)
(23100000, 56431)
(16400000, 55149)
(9700000, 72653)
(60400000, 34560)
(3000000, 114555)
(53700000, 30130)
(47000000, 35247)
(40300000, 45522)
(33600000, 54301)
(20200000, 53065)
(13500000, 64114)
(6800000, 74223)
(57500000, 27741)
(100000, 121135)
(50800000, 33858)
(44100000, 37988)
(37400000, 53137)
(30700000, 63316)
(24000000, 77767)
(17300000, 58011)
(10600000, 66135)
(61300000, 22834)
(3900000, 107802)
(54600000, 27616)
(47900000, 39732)
(41200000, 44438)
(34500000, 58705)
(21100000, 54061)
(14400000, 65282)
(7700000, 71794)
(58400000, 24832)
(1000000, 98941)
(51700000, 28149)
(45000000, 34714)
(38300000, 43366)
(31600000, 55123)
(24900000, 73429)
(18200000, 79071)
(11500000, 66070)
(62200000, 33858)
(4800000, 95668)
(55500000, 31124)
(48800000, 38912)
(42100000, 49035)
(35400000, 61878)
(22000000, 64525)
(15300000, 56795)
(8600000, 81374)
(59300000, 24355)
(1900000, 109721)
(52600000, 27967)
(45900000, 40413)
(39200000, 41526)
(32500000, 59858)
(25800000, 214932)
(19100000, 64090)
(12400000, 73726)
(5700000, 114037)
(56400000, 26185)
(49700000, 32664)
(43000000, 44016)
(36300000, 53929)
(29600000, 218635)
(22900000, 56631)
(16200000, 70801)
(9500000, 65793)
(60200000, 27528)
(2800000, 120044)
(53500000, 30211)
(46800000, 37756)
(40100000, 39157)
(33400000, 55865)
(20000000, 57768)
(13300000, 70928)
(6600000, 72601)
(57300000, 31003)
(50600000, 40256)
(43900000, 34929)
(37200000, 49884)
(30500000, 58072)
(23800000, 76775)
(17100000, 69332)
(10400000, 73645)
(61100000, 15819)
(3700000, 98657)
(54400000, 33823)
(47700000, 40670)
(41000000, 38935)
(34300000, 63148)
(20900000, 54674)
(14200000, 65720)
(7500000, 64115)
(58200000, 25206)
(800000, 116568)
(51500000, 27178)
(44800000, 37706)
(38100000, 48420)
(31400000, 60214)
(24700000, 52690)
(18000000, 77056)
(11300000, 66168)
(62000000, 25270)
(4600000, 95666)
(55300000, 34005)
(48600000, 42911)
(41900000, 41428)
(35200000, 64138)
(21800000, 55630)
(15100000, 65289)
(8400000, 72692)
(59100000, 24169)
(1700000, 102106)
(52400000, 36042)
(45700000, 35996)
(39000000, 38797)
(32300000, 67094)
(25600000, 70462)
(18900000, 66129)
(12200000, 58765)
(62900000, 52382)
(5500000, 104716)
(56200000, 28543)
(49500000, 35418)
(42800000, 39391)
(36100000, 54241)
(29400000, 35353)
(22700000, 59997)
(16000000, 58095)
(9300000, 68245)
(60000000, 29647)
(2600000, 102479)
(53300000, 30634)
(46600000, 38102)
